MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
3.5375,35,6.543956044,1.043956044,537,2.950549451,36.74,-119.85
3.3462,32,5.715672677,1.047156727,2590,3.59223301,35.37,-118.91
2.6531,29,5.127429806,1.213822894,1617,3.492440605,34.96,-120.44
4.4306,21,5.904225352,1.05915493,2101,2.95915493,32.78,-116.92
2.8906,43,5.545454545,1.242424242,534,2.311688312,36.13,-118.82
5.4508,14,5.964114833,0.973684211,1296,3.100478469,36.72,-121.8
4.5185,30,5.828767123,1.05890411,2129,2.916438356,34.08,-117.69
8.2653,4,7.231265109,1.021756648,3754,3.024979855,33.79,-117.76
8.3337,24,7.915,1.06,1081,2.7025,37.66,-121.93
5.1296,35,5.958490566,1.132075472,1012,3.818867925,34.27,-118.45
2.9185,27,4.408878505,1.137850467,1339,3.128504673,34.21,-119.19
4.1448,33,5.961734694,1.008928571,2769,3.531887755,34.08,-117.7
1.1979,33,2.020725389,1.031088083,435,2.25388601,34.06,-118.24
1.9766,34,3.427777778,1.05,810,4.5,33.93,-118.35
4.0417,5,7.64021164,1.530864198,1420,2.504409171,33.98,-116.5
2.8981,32,4.002232143,1.0625,1143,2.551339286,34.03,-118.48
1.8576,37,2.477564103,1.006410256,835,2.676282051,34.09,-118.31
1.7169,36,4.706959707,0.989010989,706,2.586080586,37.58,-121.02
3.8732,21,3.668500688,1.097661623,1433,1.971114168,37.38,-122.03
0.8024,48,5.136645963,1.229813665,396,2.459627329,39.51,-121.55
4.6641,29,6.011965812,1.102564103,1724,2.947008547,37.54,-121.95
1.7701,26,2.666082384,1.098159509,4812,4.217353199,33.78,-118.18
5.7233,25,6.523099851,0.995529061,2038,3.037257824,37.71,-121.91
2.3393,16,7.370165746,1.425414365,915,2.527624309,40.82,-121.41
4.9306,52,6.18442623,0.922131148,674,2.762295082,37.82,-122.24
5.305,5,5.562096195,1.117731515,4768,3.422828428,34.4,-118.52
4.65,25,5.109411765,0.996470588,3872,4.555294118,33.72,-117.89
4.267,35,5.531598513,0.962825279,1424,2.646840149,37.68,-122.14
2.4583,29,3.650684932,1.047945205,1143,2.609589041,34.19,-118.44
2.1432,33,3.808270677,1.172932331,706,2.654135338,33.86,-117.94
5.5673,7,5.865384615,1.139423077,2710,2.605769231,32.81,-117.09
4.8059,52,6.572815534,1.101941748,531,2.577669903,34.16,-118
4.5588,17,6.053691275,1.020134228,750,2.516778523,38.43,-122.67
1.8696,52,4.62962963,1.046296296,480,4.444444444,32.71,-117.14
2.9375,29,5.281124498,1.120481928,926,3.718875502,35.04,-120.47
3.5819,36,4.826498423,1.075709779,703,2.217665615,34.28,-119.25
2.4069,52,3.538116592,1.091928251,879,1.970852018,32.73,-117.17
4.037,37,5.093283582,1.029850746,952,3.552238806,38.38,-121.61
2.6563,29,3.651162791,1.120930233,1849,4.3,33.84,-117.91
1.9886,17,3.42192691,1.051495017,1251,2.07807309,32.75,-117.12
5.817,18,6.982692308,1.051923077,1700,3.269230769,37.68,-121.91
3.7794,17,6.02166065,1.108303249,888,3.205776173,35.87,-118.96
3.6548,30,6.147214854,1.061007958,2307,3.059681698,35.36,-119.05
3.0652,24,5.415322581,1.059475806,3002,3.026209677,39.1,-123.34
2.0425,35,5.556306306,1.056306306,1194,2.689189189,40.19,-122.26
6.3761,16,6.366071429,0.970982143,1083,2.417410714,33.03,-117.04
4.3039,29,4.598701299,1.020779221,2259,2.933766234,37.66,-122.43
1.5931,18,3.92965368,0.988095238,3565,3.858225108,32.68,-115.5
5.0866,45,5.71040724,1.009049774,637,2.882352941,34.03,-118.42
1.8447,52,4.209854015,1.063868613,1127,2.056569343,37.86,-122.27
2.9728,36,4.299465241,0.997326203,1217,3.254010695,34.18,-118.37
5.2391,22,5.029007634,1.135877863,1337,2.041221374,37.43,-122.2
1.9583,25,4.71835443,1.101265823,1183,3.743670886,32.72,-117.11
2.3508,37,5.094138544,1.019538188,2055,3.65008881,34.12,-117.32
4.7404,31,4.956692913,1.068897638,1107,2.179133858,33.88,-118.36
5.1221,4,6.17617866,1.025227461,6945,2.872208437,32.75,-116.94
3.7826,5,4.363207547,1.170990566,1657,1.954009434,33.79,-118.15
4.0862,19,6.047457627,1.094915254,1714,2.905084746,38.85,-121.39
3.2589,18,6.372146119,1.123287671,1187,2.710045662,38.32,-120.88
3.4063,39,4.726943942,1.028933092,1665,3.01084991,34.04,-118.38
8.2364,11,6.040322581,1.10483871,355,2.862903226,37.51,-122.5
3.7159,20,5.442655936,1.096579477,1198,2.410462777,32.8,-117.01
2.125,17,6.876785714,1.460714286,1352,2.414285714,40.75,-122.79
2.8583,19,4.100358423,0.960573477,365,1.308243728,33.62,-117.72
3.9722,17,20.90078329,3.608355091,999,2.608355091,38.93,-120
4.0441,45,4.873994638,1.09383378,1705,4.571045576,33.94,-118.2
3.5125,10,7.090128755,1.356223176,725,3.111587983,33.65,-117.25
2.6607,22,6.50802139,1.197860963,537,2.871657754,39.34,-121.67
4.4875,8,6.087227414,1.028037383,973,3.031152648,33.76,-117.4
3.9963,4,6.761377614,1.246924969,8824,2.713407134,33.49,-117.12
3.9036,37,4.968023256,0.968023256,778,2.261627907,33.95,-118.13
4.6211,15,5.321592649,1.050535988,2568,3.932618683,37.59,-122.07
4.0096,35,5.436692506,1.031007752,1659,4.286821705,33.96,-118.08
1.4615,28,2.183946488,1.065217391,2079,3.476588629,34.05,-118.28
4.3548,17,5.713942308,1.054086538,2412,2.899038462,32.97,-117.06
5.212,32,5.589189189,0.962162162,976,2.637837838,34.08,-117.9
4.5,18,6.343465046,1.072948328,992,3.015197568,32.96,-116.95
1.8878,30,4.272952854,0.923076923,1467,3.640198511,36.56,-119.62
3.4531,26,4.983935743,1.0562249,2563,3.431057564,36.61,-121.83
2.4875,26,4.556476684,1.033160622,2539,2.631088083,38.09,-122.23
2.1898,28,3.865619546,1.02443281,830,1.448516579,37.73,-122.15
2.87,33,4.938095238,1.133333333,911,2.169047619,33.94,-117.41
2.9688,39,5.579207921,1.027227723,1388,3.435643564,37.72,-122.46
3.233,25,4.633587786,1.072943172,3010,2.553011026,33.79,-118.16
3.1505,30,4.266666667,1.020689655,899,2.066666667,33.88,-118.33
4.556,23,6.115591398,1.024193548,2301,3.092741935,34.27,-118.73
0.8351,29,3.237715803,1.151394422,2114,2.807436919,34.03,-118.31
3.3689,32,5.945185185,1.074074074,2032,3.01037037,38.49,-121.5
1.4679,26,5.905660377,1.334231806,679,1.830188679,39.09,-122.83
3.5547,34,5.051971326,1.091397849,1718,3.078853047,34.06,-117.92
7.7752,23,7.638461538,1.069230769,826,3.176923077,33.81,-117.78
4.2207,22,5.56394453,1.026194145,1869,2.8798151,33.91,-117.48
3.7147,32,3.430913349,0.975409836,5116,5.990632319,33.73,-117.9
3.4125,46,3.587121212,0.973484848,1120,4.242424242,36.92,-121.76
2.8229,16,4.700389105,1.09922179,1750,3.404669261,34.06,-118.11
3.0905,12,5.12248996,1.0562249,3628,2.428380187,39.78,-121.86
3.4844,46,4.876777251,0.857819905,567,2.687203791,37.74,-122.16
3.3713,35,4.780748663,1.010695187,777,2.077540107,32.79,-117.19
2.4956,11,4.960328317,1.065663475,1819,2.488372093,36.75,-119.7
2.8359,30,4.948356808,1.001564945,1660,2.597809077,36.78,-119.83
3.65,13,4.44,0.945454545,682,2.48,37.67,-120.98
5.5936,21,5.946368715,1.01452514,3011,3.36424581,37.06,-121.61
4.5521,35,4.375634518,1.063451777,1079,2.73857868,33.99,-118.42
6.3002,24,6.252252252,1.029029029,2803,2.805805806,34.38,-118.55
3.7051,52,5.687919463,1.159395973,1645,2.760067114,37.76,-122.39
3.5463,45,4.979899497,0.944723618,1179,2.962311558,37.97,-122.33
3.55,20,4.777777778,1.013888889,575,3.993055556,33.84,-117.52
4.1587,43,5.861495845,1.127423823,900,2.493074792,37.92,-122.31
3.7455,47,4.871125612,1.022838499,1399,2.282218597,37.31,-121.89
3.0052,29,4.453551913,1.12568306,590,3.224043716,33.88,-118.17
4.3365,15,5.02027027,1.047297297,455,1.537162162,37.29,-121.75
2.07,52,4.205387205,1.033670034,1223,4.117845118,34.04,-118.2
7.1198,32,7.399061033,1.183098592,793,1.861502347,36.6,-121.95
4.45,27,6.3003003,1.117117117,1090,3.273273273,39.09,-121.66
3.5865,35,5.372972973,1.097297297,602,3.254054054,33.89,-118.1
3.2083,21,4.150273224,1.06010929,1203,3.286885246,33.87,-117.88
